"scenario","site","md","S_martin","S_wf","inc_days"
"PB1","AveWatt","10-26",0.06587961510333,0.636362276069516,74.74
"PB1","AveWatt","10-27",0.0755598079036254,0.681704437598917,75.62
"PB1","AveWatt","10-28",0.086417463138745,0.722686167423681,76.43
"PB1","AveWatt","10-29",0.0990750412361816,0.769802859927636,77.18
"PB1","AveWatt","10-30",0.113439658858147,0.81287971876933,77.93
"PB1","AveWatt","10-31",0.129869542089545,0.860863636108624,78.74
"PB1","AveWatt","11-01",0.147679945838511,0.896093065287562,79.62
"PB1","AveWatt","11-02",0.165371837617976,0.914045783326794,80.18
"PB1","AveWatt","11-03",0.182092525910317,0.922459087750004,81.06
"PB1","AveWatt","11-04",0.199633543816617,0.930174520398987,81.62
"PB1","AveWatt","11-05",0.216767940656209,0.936013329409639,82.18
"PB1","AveWatt","11-06",0.235063074406386,0.943016419690948,82.81
"PB1","AveWatt","11-07",0.253611829508205,0.94848722720414,83.24
"PB1","AveWatt","11-08",0.270957153037549,0.952544576793404,84.12
"PB1","AveWatt","11-09",0.290194980032622,0.957093727964743,84.62
"PB1","AveWatt","11-10",0.309670484729668,0.961085773871371,85.06
"PB1","AveWatt","11-11",0.330707956160007,0.964282431325199,85.49
"PB1","AveWatt","11-12",0.354351343201929,0.967315377936491,86.25
"PB1","AveWatt","11-13",0.382018589832218,0.971176693230877,86.49
"PB1","AveWatt","11-14",0.41331418539569,0.975411622870315,87.31
"PB1","AveWatt","11-15",0.444966965940004,0.978810110164798,87.87
"PB1","AveWatt","11-16",0.475288435754987,0.981158209954309,88.31
"PB1","AveWatt","11-17",0.505559205952607,0.982813292093149,88.68
"PB1","AveWatt","11-18",0.535874594654305,0.984221624835585,89.31
"PB1","AveWatt","11-19",0.564471977898331,0.985425650709515,89.62
"PB1","AveWatt","11-20",0.595020982631153,0.986954738278189,90.12
"PB1","AveWatt","11-21",0.628966153911603,0.988721393957629,90.56
"PB1","AveWatt","11-22",0.662330787811752,0.990214348454246,90.93
"PB1","AveWatt","11-23",0.698835894413361,0.991723575852899,91.56
"PB1","AveWatt","11-24",0.735369608486705,0.992874250100939,91.62
"PB1","AveWatt","11-25",0.774603741035936,0.994039466952899,92.12
"PB1","AveWatt","11-26",0.814959547934256,0.995059670821124,92.56
"PB1","AveWatt","11-27",0.85041555464265,0.995826612373025,92.81
"PB1","AveWatt","11-28",0.878740346818769,0.996372446020524,93.06
"PB1","AveWatt","11-29",0.904040513924268,0.99676573229272,93.24
"PB1","AveWatt","11-30",0.926043474673564,0.997103622219023,94
"PB1","AveWatt","12-01",0.947827123199802,0.997373051767299,94
"PB1","AveWatt","12-02",0.95979169972866,0.997477953459936,94
"PB1","AveWatt","12-03",0.972281507841709,0.997565484123213,94.24
"PB1","AveWatt","12-04",0.982795324700782,0.99764553518092,94.24
"PB1","AveWatt","12-05",0.988505201036177,0.997628241370203,95
"PB1","AveWatt","12-06",0.993638618281514,0.997654157291804,95
"PB1","AveWatt","12-07",0.997370773906896,0.997672440999576,95
"PB1","AveWatt","12-08",1,0.997664551097956,95
"PB1","AveWatt","12-09",1,0.997608693183776,95
"PB1","AveWatt","12-10",1,0.997540013564286,95
"PB1","AveWatt","12-11",1,0.997475914436818,95
"PB1","AveWatt","12-12",1,0.997401141602252,95
"PB1","AveWatt","12-13",1,0.997297186167843,95
"PB1","AveWatt","12-14",1,0.997190100473573,95
"PB1","AveWatt","12-15",1,0.997066472705765,95
"PB1","AveWatt","12-16",1,0.996915322374366,95
"PB1","AveWatt","12-17",1,0.99672816970309,95
"PB1","AveWatt","12-18",1,0.996449187068613,95
"PB1","AveWatt","12-19",1,0.996147539380739,95
"PB1","AveWatt","12-20",0.995075084030595,0.995729013683545,95
"PB1","AveWatt","12-21",0.986519602133371,0.995225880806816,95
"PB1","AveWatt","12-22",0.986519602133371,0.995261434071803,94
"PB1","AveWatt","12-23",0.980363278820256,0.99480966829415,94
"PB1","AveWatt","12-24",0.97382672872131,0.99434692122514,94
"PB1","AveWatt","12-25",0.966504582562531,0.9938638628037,94
"PB1","AveWatt","12-26",0.962172070314183,0.993446212254696,94
"PB1","AveWatt","12-27",0.95517589266471,0.9929640515277,94
"PB1","AveWatt","12-28",0.95517589266471,0.992981971391534,93
"PB1","AveWatt","12-29",0.946639684731302,0.9924609268302,93
"PB1","AveWatt","12-30",0.936586947290037,0.99189697349007,93
"PB1","AveWatt","12-31",0.927508118286631,0.991358983810518,93
"PB2","AveHazel","01-01",1,0.996517688290921,96
"PB2","AveHazel","01-02",1,0.996326461074458,96
"PB2","AveHazel","01-03",1,0.996129404183499,96
"PB2","AveHazel","01-04",1,0.995884767683821,96
"PB2","AveHazel","01-05",1,0.995579743132772,96
"PB2","AveHazel","01-06",1,0.995594273522843,95
"PB2","AveHazel","01-07",1,0.995268863882939,95
"PB2","AveHazel","01-08",1,0.994957877554647,95
"PB2","AveHazel","01-09",0.998994672347467,0.994602297723684,95
"PB2","AveHazel","01-10",0.99219602702271,0.994128843691919,95
"PB2","AveHazel","01-11",0.99219602702271,0.994145772215589,94
"PB2","AveHazel","01-12",0.985286905193584,0.993669801632564,94
"PB2","AveHazel","01-13",0.978775244666237,0.993201553634613,94
"PB2","AveHazel","01-14",0.973581581020258,0.992762678556911,94
"PB2","AveHazel","01-15",0.973581581020258,0.992780162289104,93
"PB2","AveHazel","01-16",0.962694579646103,0.992194436010735,93
"PB2","AveHazel","01-17",0.951132414274772,0.991586295670883,93
"PB2","AveHazel","01-18",0.934303772028278,0.990782237097159,93
"PB2","AveHazel","01-19",0.934303772028278,0.990803351600985,92
"PB2","AveHazel","01-20",0.918725566972035,0.990041061216868,92
"PB2","AveHazel","01-21",0.899180422167183,0.989083381223289,92
"PB2","AveHazel","01-22",0.878128076849474,0.988018799637167,92
"PB2","AveHazel","01-23",0.878128076849474,0.988021976701188,91
"PB2","AveHazel","01-24",0.860225837399831,0.987108361701664,91
"PB2","AveHazel","01-25",0.842226971050555,0.986172140768872,91
"PB2","AveHazel","01-26",0.842226971050555,0.986201527000827,90
"PB2","AveHazel","01-27",0.822311030755371,0.985135015296357,90
"PB2","AveHazel","01-28",0.804304120030443,0.984161525068339,90
"PB2","AveHazel","01-29",0.785775888838554,0.983135156660537,90
"PB2","AveHazel","01-30",0.785775888838554,0.98317667741517,89
"PB2","AveHazel","01-31",0.762081335685285,0.981715397624651,89
"PB2","AveHazel","10-01",0.0015806591357229,0.0354203054651001,59.12
"PB2","AveHazel","10-02",0.00172222448566437,0.0480986782894492,59.5
"PB2","AveHazel","10-03",0.00194103117978577,0.0649030709207334,59.56
"PB2","AveHazel","10-04",0.00220603429901422,0.085112564946328,59.87
"PB2","AveHazel","10-05",0.00250840660711019,0.101913678106538,60.37
"PB2","AveHazel","10-06",0.00286688742101047,0.118368427984993,60.87
"PB2","AveHazel","10-07",0.00329651183574385,0.138321224693026,61.31
"PB2","AveHazel","10-08",0.00380989960045772,0.162562805718237,61.68
"PB2","AveHazel","10-09",0.00442032135318836,0.187288373765191,62.31
"PB2","AveHazel","10-10",0.00513673468382468,0.210484007633799,62.62
"PB2","AveHazel","10-11",0.00596686342005798,0.235320778506671,63.12
"PB2","AveHazel","10-12",0.00693112830549013,0.26197862011358,63.68
"PB2","AveHazel","10-13",0.008045819743101,0.290954144605779,64.37
"PB2","AveHazel","10-14",0.00932671383279611,0.320977889553113,64.87
"PB2","AveHazel","10-15",0.010802370218443,0.353518558216354,65.37
"PB2","AveHazel","10-16",0.0124995191332144,0.389321004139097,65.87
"PB2","AveHazel","10-17",0.0144358457705908,0.421963657512267,66.49
"PB2","AveHazel","10-18",0.0166348428496173,0.453597236915897,67.37
"PB2","AveHazel","10-19",0.0191412100909971,0.486726701272942,67.87
"PB2","AveHazel","10-20",0.0219792864971784,0.520483563095088,68.43
"PB2","AveHazel","10-21",0.025197327230189,0.558228332685957,69.18
"PB2","AveHazel","10-22",0.0288730183001393,0.598051594176206,69.93
"PB2","AveHazel","10-23",0.0330923662716859,0.635434497649559,70.68
"PB2","AveHazel","10-24",0.0379428750721538,0.675191536625814,71.43
"PB2","AveHazel","10-25",0.0434477886838331,0.716192209414916,72.24
"PB2","AveHazel","10-26",0.0497006977618717,0.756438640014909,73.12
"PB2","AveHazel","10-27",0.0565667660876022,0.793829927320764,73.68
"PB2","AveHazel","10-28",0.0633030063439947,0.814958807138497,74.43
"PB2","AveHazel","10-29",0.0701981221921193,0.831024094240135,75.12
"PB2","AveHazel","10-30",0.0778434349318736,0.847267587571292,76.06
"PB2","AveHazel","10-31",0.0862928110957415,0.863741370032742,76.43
"PB2","AveHazel","11-01",0.0953591645047589,0.87892052545658,77.24
"PB2","AveHazel","11-02",0.105237804147071,0.890734101514997,78.06
"PB2","AveHazel","11-03",0.115598593150401,0.900902490747096,78.62
"PB2","AveHazel","11-04",0.126651188296501,0.909690281185512,79.18
"PB2","AveHazel","11-05",0.137974233031131,0.916601282129696,80.06
"PB2","AveHazel","11-06",0.150058132810859,0.92219828812607,80.43
"PB2","AveHazel","11-07",0.162563262566343,0.926926694817513,81.18
"PB2","AveHazel","11-08",0.175258995366218,0.931135531615737,81.81
"PB2","AveHazel","11-09",0.189070193082011,0.935686869730754,82.43
"PB2","AveHazel","11-10",0.203634203315103,0.940055500103579,83.12
"PB2","AveHazel","11-11",0.219170774662485,0.94361941585377,83.62
"PB2","AveHazel","11-12",0.235450014136584,0.946578735049588,84.31
"PB2","AveHazel","11-13",0.253016069083207,0.949603292630644,84.74
"PB2","AveHazel","11-14",0.273312679090295,0.953131779533046,85.5
"PB2","AveHazel","11-15",0.296958517971894,0.957593446813788,85.93
"PB2","AveHazel","11-16",0.323020494763866,0.962203060885803,86.74
"PB2","AveHazel","11-17",0.350245826076564,0.966047661304874,87.5
"PB2","AveHazel","11-18",0.37905384735255,0.969400471250785,87.74
"PB2","AveHazel","11-19",0.408343538982166,0.972246534817041,88.56
"PB2","AveHazel","11-20",0.438785446402248,0.974934875780228,89.31
"PB2","AveHazel","11-21",0.470966936451386,0.977607161595946,89.62
"PB2","AveHazel","11-22",0.504334298211264,0.980049693186195,90.31
"PB2","AveHazel","11-23",0.541013108447543,0.982714242513536,90.62
"PB2","AveHazel","11-24",0.579287966102533,0.985120304085197,91.18
"PB2","AveHazel","11-25",0.620092771452867,0.98749940917168,91.81
"PB2","AveHazel","11-26",0.663755415088019,0.989772602524065,92.24
"PB2","AveHazel","11-27",0.709210969327005,0.991844124525544,93
"PB2","AveHazel","11-28",0.753179627502381,0.9934153838593,93.24
"PB2","AveHazel","11-29",0.796966706288832,0.994668800967229,94
"PB2","AveHazel","11-30",0.842463813270463,0.995940072738678,94.24
"PB2","AveHazel","12-01",0.88616646686322,0.99707563186691,95
"PB2","AveHazel","12-02",0.907155087160672,0.997309337646509,95
"PB2","AveHazel","12-03",0.927004577736785,0.997525622532156,95
"PB2","AveHazel","12-04",0.945344343268984,0.997698371557224,95.24
"PB2","AveHazel","12-05",0.960430923639281,0.997819118146478,96
"PB2","AveHazel","12-06",0.972793610334757,0.997944024780969,96
"PB2","AveHazel","12-07",0.983729102117937,0.998041374979243,96
"PB2","AveHazel","12-08",0.992338420424109,0.998124667734506,96
"PB2","AveHazel","12-09",0.997958527720368,0.998187804689045,96.24
"PB2","AveHazel","12-10",1,0.998195701130669,97
"PB2","AveHazel","12-11",1,0.998219412570364,97
"PB2","AveHazel","12-12",1,0.99823222070037,97
"PB2","AveHazel","12-13",1,0.998245411432578,97
"PB2","AveHazel","12-14",1,0.998247341319384,97
"PB2","AveHazel","12-15",1,0.998228082963807,97
"PB2","AveHazel","12-16",1,0.998192104304735,97
"PB2","AveHazel","12-17",1,0.9981542377464,97
"PB2","AveHazel","12-18",1,0.998089206142282,97
"PB2","AveHazel","12-19",1,0.998016379733671,97
"PB2","AveHazel","12-20",1,0.997935333808741,97
"PB2","AveHazel","12-21",1,0.997839699990272,97
"PB2","AveHazel","12-22",1,0.997749119166911,97
"PB2","AveHazel","12-23",1,0.997646057196128,97
"PB2","AveHazel","12-24",1,0.997544033257199,97
"PB2","AveHazel","12-25",1,0.997433772667568,97
"PB2","AveHazel","12-26",1,0.997291782380621,97
"PB2","AveHazel","12-27",1,0.997143360729909,97
"PB2","AveHazel","12-28",1,0.996974162821256,97
"PB2","AveHazel","12-29",1,0.996835535178513,97
"PB2","AveHazel","12-30",1,0.996675372549019,97
"PB2","AveHazel","12-31",1,0.996691892002235,96
"PB2","AveWatt","01-01",0.912048921513722,0.990595006928764,93
"PB2","AveWatt","01-02",0.912048921513722,0.990614763905316,92
"PB2","AveWatt","01-03",0.894486136705488,0.989749494302682,92
"PB2","AveWatt","01-04",0.876778143047285,0.988862731258579,92
"PB2","AveWatt","01-05",0.864288593155029,0.988191551647711,92
"PB2","AveWatt","01-06",0.864288593155029,0.988213965094742,91
"PB2","AveWatt","01-07",0.845792666758557,0.987253341140191,91
"PB2","AveWatt","01-08",0.825226774255585,0.986141755414004,91
"PB2","AveWatt","01-09",0.79790860417497,0.984419722027033,91
"PB2","AveWatt","01-10",0.79790860417497,0.984441881618784,90
"PB2","AveWatt","01-11",0.773901976712949,0.982966259675897,90
"PB2","AveWatt","01-12",0.747539896872758,0.981171194338895,90
"PB2","AveWatt","01-13",0.747539896872758,0.981199226209512,89
"PB2","AveWatt","01-14",0.726196964340439,0.979837785125317,89
"PB2","AveWatt","01-15",0.703353940813179,0.978244132934222,89
"PB2","AveWatt","01-16",0.680289161607603,0.976567144160697,89
"PB2","AveWatt","01-17",0.680289161607603,0.97659480804807,88
"PB2","AveWatt","01-18",0.658156416459433,0.974943606872819,88
"PB2","AveWatt","01-19",0.63388870310185,0.972896744581891,88
"PB2","AveWatt","01-20",0.63388870310185,0.97292986601078,87
"PB2","AveWatt","01-21",0.608060602755342,0.970456480004981,87
"PB2","AveWatt","01-22",0.579215540468512,0.966992358546391,87
"PB2","AveWatt","01-23",0.549713515117855,0.962878228375497,87
"PB2","AveWatt","01-24",0.549713515117855,0.962922549301443,86
"PB2","AveWatt","01-25",0.519372879258845,0.957852865310209,86
"PB2","AveWatt","01-26",0.489912282868153,0.952404053068723,86
"PB2","AveWatt","01-27",0.489912282868153,0.95240791280498,85
"PB2","AveWatt","01-28",0.460748240233978,0.946157228251401,85
"PB2","AveWatt","01-29",0.431247150386737,0.938353653377005,85
"PB2","AveWatt","01-30",0.431247150386737,0.938429088733983,84
"PB2","AveWatt","01-31",0.405711199467162,0.93238364971385,84
"PB2","AveWatt","10-01",0.00286469311997734,0.00641850486033528,60.87
"PB2","AveWatt","10-02",0.00333273688007733,0.0110034888445546,61.37
"PB2","AveWatt","10-03",0.00390648113420137,0.0165635173468175,61.87
"PB2","AveWatt","10-04",0.00460318586529077,0.0244026575165015,62.31
"PB2","AveWatt","10-05",0.00542982565983541,0.0343235169550719,62.68
"PB2","AveWatt","10-06",0.00641661464263335,0.0480657519640222,63.37
"PB2","AveWatt","10-07",0.00760518907466205,0.0671626994243802,63.93
"PB2","AveWatt","10-08",0.00901707675272735,0.0942205272542927,64.56
"PB2","AveWatt","10-09",0.0106713122610408,0.124145340469076,64.93
"PB2","AveWatt","10-10",0.0125832647088673,0.152188167950044,65.74
"PB2","AveWatt","10-11",0.0147974302730541,0.179866840279294,66.56
"PB2","AveWatt","10-12",0.0173738630149494,0.209636978365989,66.93
"PB2","AveWatt","10-13",0.0203189641932731,0.238391156446747,67.74
"PB2","AveWatt","10-14",0.0236986835104079,0.267395445081497,68.56
"PB2","AveWatt","10-15",0.0277129120876311,0.304431851976368,68.93
"PB2","AveWatt","10-16",0.0324096795335015,0.345990833533985,69.74
"PB2","AveWatt","10-17",0.0378537647724021,0.389625997480785,70.68
"PB2","AveWatt","10-18",0.0443973187633985,0.455154759730954,71.37
"PB2","AveWatt","10-19",0.0524173688349983,0.566931240195996,71.93
"PB2","AveWatt","10-20",0.0606324164997125,0.626631400570089,72.74
"PB2","AveWatt","10-21",0.0689839547571658,0.654501859405343,73.68
"PB2","AveWatt","10-22",0.078470385482061,0.682782644865904,74.43
"PB2","AveWatt","10-23",0.0894822967425896,0.710182851254435,75.18
"PB2","AveWatt","10-24",0.102140321267024,0.743034471682372,75.99
"PB2","AveWatt","10-25",0.116409022551793,0.777914925863895,76.93
"PB2","AveWatt","10-26",0.131917424154802,0.810334782249313,77.68
"PB2","AveWatt","10-27",0.148842870857017,0.83932688753883,78.37
"PB2","AveWatt","10-28",0.167374884486292,0.863351203669335,78.99
"PB2","AveWatt","10-29",0.188804515665736,0.889536673114725,79.93
"PB2","AveWatt","10-30",0.213024555785898,0.914438416870744,80.74
"PB2","AveWatt","10-31",0.24061655607973,0.942029096923891,81.56
"PB2","AveWatt","11-01",0.269475170052694,0.960882228000793,81.99
"PB2","AveWatt","11-02",0.295270342396332,0.96836927371614,82.75
"PB2","AveWatt","11-03",0.316968526490694,0.971458127279797,82.99
"PB2","AveWatt","11-04",0.338626545939951,0.973955367034971,83.75
"PB2","AveWatt","11-05",0.358661534424238,0.975993320542508,83.99
"PB2","AveWatt","11-06",0.379423098354835,0.978176126829785,84.81
"PB2","AveWatt","11-07",0.399481249974464,0.979940719307941,85.18
"PB2","AveWatt","11-08",0.41687890565257,0.981389974549903,85.81
"PB2","AveWatt","11-09",0.435827489100361,0.983083955827187,86.12
"PB2","AveWatt","11-10",0.454295178933098,0.984622608408849,86.62
"PB2","AveWatt","11-11",0.473441545035754,0.985710441902859,87.06
"PB2","AveWatt","11-12",0.492007704677824,0.986514855841169,87.43
"PB2","AveWatt","11-13",0.511739634190641,0.987268169134144,88.06
"PB2","AveWatt","11-14",0.534738726183299,0.988086031241776,88.31
"PB2","AveWatt","11-15",0.557240307894302,0.988811749375434,88.62
"PB2","AveWatt","11-16",0.57713684223611,0.989333335387797,89.12
"PB2","AveWatt","11-17",0.59561822680696,0.989734031112929,89.5
"PB2","AveWatt","11-18",0.61383949951295,0.990100608344393,89.62
"PB2","AveWatt","11-19",0.630172825399961,0.990435625920036,90.12
"PB2","AveWatt","11-20",0.652102436587777,0.991030994278607,90.5
"PB2","AveWatt","11-21",0.679949730078501,0.991907158362793,90.68
"PB2","AveWatt","11-22",0.70732665400645,0.992690309800517,91.31
"PB2","AveWatt","11-23",0.737585995874225,0.993545677079363,91.56
"PB2","AveWatt","11-24",0.767040930026447,0.994249248014011,91.87
"PB2","AveWatt","11-25",0.79975328689002,0.995003610863928,92.31
"PB2","AveWatt","11-26",0.833365359972389,0.995684061958492,92.62
"PB2","AveWatt","11-27",0.863215234728723,0.996221614530529,93
"PB2","AveWatt","11-28",0.886713217689689,0.996603560984137,93.06
"PB2","AveWatt","11-29",0.908303400054494,0.996889154672357,93.43
"PB2","AveWatt","11-30",0.928126784346608,0.997148183425088,94
"PB2","AveWatt","12-01",0.947827123199797,0.997373051767225,94
"PB2","AveWatt","12-02",0.959791699728664,0.997477953459844,94
"PB2","AveWatt","12-03",0.97228150784171,0.99756548412287,94.24
"PB2","AveWatt","12-04",0.982795324700779,0.997645535181234,94.24
"PB2","AveWatt","12-05",0.988505201036172,0.997628241370169,95
"PB2","AveWatt","12-06",0.993638618281513,0.997654157291816,95
"PB2","AveWatt","12-07",0.997370773906894,0.997672440999565,95
"PB2","AveWatt","12-08",1,0.997664551098323,95
"PB2","AveWatt","12-09",1,0.997608693183872,95
"PB2","AveWatt","12-10",1,0.997540013564202,95
"PB2","AveWatt","12-11",1,0.997475914436783,95
"PB2","AveWatt","12-12",1,0.99740114160189,95
"PB2","AveWatt","12-13",1,0.997297186167902,95
"PB2","AveWatt","12-14",1,0.997190100473557,95
"PB2","AveWatt","12-15",1,0.997066472705701,95
"PB2","AveWatt","12-16",1,0.996915322374355,95
"PB2","AveWatt","12-17",1,0.996728169703277,95
"PB2","AveWatt","12-18",1,0.996449187068576,95
"PB2","AveWatt","12-19",1,0.99614753938045,95
"PB2","AveWatt","12-20",0.995075084030596,0.995729013683303,95
"PB2","AveWatt","12-21",0.986519602133377,0.995225880806965,95
"PB2","AveWatt","12-22",0.986519602133377,0.995261434071815,94
"PB2","AveWatt","12-23",0.98036327882026,0.994809668294117,94
"PB2","AveWatt","12-24",0.973826728721311,0.994346921225203,94
"PB2","AveWatt","12-25",0.966504582562533,0.993863862803881,94
"PB2","AveWatt","12-26",0.962172070314182,0.993446212254748,94
"PB2","AveWatt","12-27",0.955175892664711,0.992964051527981,94
"PB2","AveWatt","12-28",0.955175892664711,0.992981971391762,93
"PB2","AveWatt","12-29",0.946639684731303,0.992460926830358,93
"PB2","AveWatt","12-30",0.936586947290035,0.991896973490312,93
"PB2","AveWatt","12-31",0.927508118286631,0.991358983810709,93
"PB2b","AveHazel","01-01",1,0.996517688290963,96
"PB2b","AveHazel","01-02",1,0.996326461074454,96
"PB2b","AveHazel","01-03",1,0.99612940418338,96
"PB2b","AveHazel","01-04",1,0.99588476768392,96
"PB2b","AveHazel","01-05",1,0.995579743132767,96
"PB2b","AveHazel","01-06",1,0.995594273522857,95
"PB2b","AveHazel","01-07",1,0.995268863882896,95
"PB2b","AveHazel","01-08",1,0.994957877554739,95
"PB2b","AveHazel","01-09",0.998994672347478,0.994602297723668,95
"PB2b","AveHazel","01-10",0.992196027022709,0.994128843692005,95
"PB2b","AveHazel","01-11",0.992196027022709,0.994145772215646,94
"PB2b","AveHazel","01-12",0.98528690519359,0.993669801632511,94
"PB2b","AveHazel","01-13",0.978775244666252,0.99320155363465,94
"PB2b","AveHazel","01-14",0.973581581020256,0.992762678556821,94
"PB2b","AveHazel","01-15",0.973581581020256,0.992780162289073,93
"PB2b","AveHazel","01-16",0.962694579646111,0.992194436010731,93
"PB2b","AveHazel","01-17",0.95113241427479,0.991586295670849,93
"PB2b","AveHazel","01-18",0.934303772028279,0.99078223709727,93
"PB2b","AveHazel","01-19",0.934303772028279,0.990803351601084,92
"PB2b","AveHazel","01-20",0.918725566972047,0.990041061216863,92
"PB2b","AveHazel","01-21",0.899180422167189,0.989083381223364,92
"PB2b","AveHazel","01-22",0.878128076849473,0.988018799637168,92
"PB2b","AveHazel","01-23",0.878128076849473,0.988021976701173,91
"PB2b","AveHazel","01-24",0.860225837399847,0.987108361701598,91
"PB2b","AveHazel","01-25",0.842226971050559,0.986172140768932,91
"PB2b","AveHazel","01-26",0.842226971050559,0.986201527000867,90
"PB2b","AveHazel","01-27",0.822311030755382,0.985135015296379,90
"PB2b","AveHazel","01-28",0.804304120030459,0.984161525068263,90
"PB2b","AveHazel","01-29",0.785775888838566,0.983135156660596,90
"PB2b","AveHazel","01-30",0.785775888838566,0.983176677415148,89
"PB2b","AveHazel","01-31",0.762081335685287,0.981715397624634,89
"PB2b","AveHazel","10-01",0.00170977699755644,0.0375464693761755,59.5
"PB2b","AveHazel","10-02",0.00189201613081369,0.0510398518321545,59.56
"PB2b","AveHazel","10-03",0.00211678038239922,0.0688486358691515,59.87
"PB2b","AveHazel","10-04",0.00240360940930818,0.0903097505025898,60.31
"PB2b","AveHazel","10-05",0.00274716276847087,0.108183811920632,60.62
"PB2b","AveHazel","10-06",0.00314244152448109,0.125681110653829,61.12
"PB2b","AveHazel","10-07",0.00361492591725316,0.146878236434445,61.62
"PB2b","AveHazel","10-08",0.00417990653280189,0.172591745262281,62.06
"PB2b","AveHazel","10-09",0.00485758809423627,0.198852983489351,62.37
"PB2b","AveHazel","10-10",0.0056448418920358,0.223461505866866,62.87
"PB2b","AveHazel","10-11",0.00655708395912725,0.249841424062442,63.37
"PB2b","AveHazel","10-12",0.00761673043793922,0.278160901186623,63.87
"PB2b","AveHazel","10-13",0.0088416831191693,0.308938931010911,64.43
"PB2b","AveHazel","10-14",0.0102492786174419,0.340852874457755,65.12
"PB2b","AveHazel","10-15",0.0118709015932558,0.375518889594179,65.68
"PB2b","AveHazel","10-16",0.0137359263377281,0.413697321846097,66.37
"PB2b","AveHazel","10-17",0.015863787399688,0.448467697892116,66.87
"PB2b","AveHazel","10-18",0.0182801351975772,0.482114310638847,67.49
"PB2b","AveHazel","10-19",0.0210336295927484,0.517114296326069,68.37
"PB2b","AveHazel","10-20",0.024150964631214,0.551523436284746,68.87
"PB2b","AveHazel","10-21",0.0276844782609103,0.586597713178549,69.49
"PB2b","AveHazel","10-22",0.0317201214715549,0.621974874978564,70.43
"PB2b","AveHazel","10-23",0.0363534181682022,0.65705911472423,71.12
"PB2b","AveHazel","10-24",0.0416815683304831,0.694979566794041,71.68
"PB2b","AveHazel","10-25",0.0477295916687669,0.732337703758424,72.49
"PB2b","AveHazel","10-26",0.0546008581221983,0.770868544277751,73.43
"PB2b","AveHazel","10-27",0.0621458354847355,0.806740353122223,74.18
"PB2b","AveHazel","10-28",0.0695495967512284,0.828054914416488,74.87
"PB2b","AveHazel","10-29",0.0771300389139871,0.84354787256944,75.49
"PB2b","AveHazel","10-30",0.0855334034621181,0.860220213618668,76.37
"PB2b","AveHazel","10-31",0.09481570005837,0.877498769086178,77.06
"PB2b","AveHazel","11-01",0.104772222441038,0.891314641168945,77.68
"PB2b","AveHazel","11-02",0.115619727424294,0.903213699275825,78.43
"PB2b","AveHazel","11-03",0.127000890466894,0.914096791369525,79.06
"PB2b","AveHazel","11-04",0.139146812092469,0.923052533042026,79.68
"PB2b","AveHazel","11-05",0.15159496785552,0.928582374160587,80.43
"PB2b","AveHazel","11-06",0.164877780245032,0.934198192265515,81.06
"PB2b","AveHazel","11-07",0.178632966710931,0.9392270737256,81.43
"PB2b","AveHazel","11-08",0.192611102704049,0.943292295621797,82.12
"PB2b","AveHazel","11-09",0.207835832081484,0.947881871954644,82.87
"PB2b","AveHazel","11-10",0.223903298091409,0.952237220923167,83.56
"PB2b","AveHazel","11-11",0.241032184073554,0.95589942112315,83.93
"PB2b","AveHazel","11-12",0.258966768437362,0.959004727787359,84.68
"PB2b","AveHazel","11-13",0.278320351468284,0.961964032574853,85.5
"PB2b","AveHazel","11-14",0.300104954480605,0.96520648385767,85.74
"PB2b","AveHazel","11-15",0.323056841178581,0.968194534317011,86.5
"PB2b","AveHazel","11-16",0.346359993477623,0.970587639225224,86.93
"PB2b","AveHazel","11-17",0.370472202967318,0.972594884309852,87.62
"PB2b","AveHazel","11-18",0.395810937426381,0.97445387848325,88.31
"PB2b","AveHazel","11-19",0.421206034659447,0.97609582651331,88.68
"PB2b","AveHazel","11-20",0.44741032740902,0.977654065588018,89.31
"PB2b","AveHazel","11-21",0.475483322154801,0.979286994827077,89.62
"PB2b","AveHazel","11-22",0.505093139071998,0.980903291204132,90.31
"PB2b","AveHazel","11-23",0.538600325758726,0.98281014491169,90.62
"PB2b","AveHazel","11-24",0.574224101707757,0.984667752783708,91.18
"PB2b","AveHazel","11-25",0.613609786867822,0.986723825396801,91.81
"PB2b","AveHazel","11-26",0.657039735102667,0.988924614341079,92.18
"PB2b","AveHazel","11-27",0.702914855936189,0.99108894699739,92.81
"PB2b","AveHazel","11-28",0.748312160382495,0.992880779297386,93.24
"PB2b","AveHazel","11-29",0.793952999710405,0.994335266380525,94
"PB2b","AveHazel","11-30",0.841285466112681,0.995799602587016,94.24
"PB2b","AveHazel","12-01",0.88616646686321,0.997075631866925,95
"PB2b","AveHazel","12-02",0.907155087160667,0.997309337646603,95
"PB2b","AveHazel","12-03",0.92700457773678,0.997525622532187,95
"PB2b","AveHazel","12-04",0.945344343268974,0.997698371557305,95.24
"PB2b","AveHazel","12-05",0.96043092363927,0.997819118146495,96
"PB2b","AveHazel","12-06",0.972793610334752,0.997944024781003,96
"PB2b","AveHazel","12-07",0.98372910211794,0.998041374979312,96
"PB2b","AveHazel","12-08",0.992338420424101,0.998124667734573,96
"PB2b","AveHazel","12-09",0.997958527720376,0.99818780468909,96.24
"PB2b","AveHazel","12-10",1,0.998195701130613,97
