"scenario","site","md","S_martin","S_wf","inc_days"
"PB4","AveWatt","11-08",0.33497268610754,0.971526739690315,84.81
"PB4","AveWatt","11-09",0.349440601401868,0.973071616066865,85.12
"PB4","AveWatt","11-10",0.363489628964463,0.974521681172931,85.81
"PB4","AveWatt","11-11",0.379447826371878,0.975699534805938,86.06
"PB4","AveWatt","11-12",0.400900403898788,0.977358252616866,86.43
"PB4","AveWatt","11-13",0.428482399073157,0.979886372812288,87.12
"PB4","AveWatt","11-14",0.45902799379301,0.982487620267327,87.62
"PB4","AveWatt","11-15",0.49036432672916,0.984698291148049,88.12
"PB4","AveWatt","11-16",0.520446683521641,0.986324375339192,88.62
"PB4","AveWatt","11-17",0.549754101142514,0.987527553997298,89.12
"PB4","AveWatt","11-18",0.579420199721995,0.988558710138826,89.56
"PB4","AveWatt","11-19",0.606185470325985,0.989345028778364,89.93
"PB4","AveWatt","11-20",0.631224488467156,0.99010971506908,90.5
"PB4","AveWatt","11-21",0.65567976800026,0.990896128919663,90.56
"PB4","AveWatt","11-22",0.679246310429532,0.991573448254126,90.74
"PB4","AveWatt","11-23",0.70556549033637,0.992293051809372,91.5
"PB4","AveWatt","11-24",0.730812366605754,0.992899880178967,91.62
"PB4","AveWatt","11-25",0.758797782455281,0.993534838715151,92.12
"PB4","AveWatt","11-26",0.789521321366019,0.994186342909576,92.37
"PB4","AveWatt","11-27",0.824135928121736,0.995001925441778,92.81
"PB4","AveWatt","11-28",0.859057321413961,0.995871049642453,93
"PB4","AveWatt","11-29",0.891140777951897,0.996496430199967,93.24
"PB4","AveWatt","11-30",0.920700724646254,0.996991529178988,94
"PB4","AveWatt","12-01",0.947827123199798,0.997373051767417,94
"PB4","AveWatt","12-02",0.959791699728658,0.997477953459684,94
"PB4","AveWatt","12-03",0.972281507841703,0.997565484122952,94.24
"PB4","AveWatt","12-04",0.982795324700776,0.997645535181287,94.24
"PB4","AveWatt","12-05",0.988505201036175,0.997628241370359,95
"PB4","AveWatt","12-06",0.993638618281516,0.997654157291752,95
"PB4","AveWatt","12-07",0.99737077390689,0.997672440999701,95
"PB4","AveWatt","12-08",1,0.997664551098463,95
"PB4","AveWatt","12-09",1,0.997608693183597,95
"PB4","AveWatt","12-10",1,0.997540013564052,95
"PB4","AveWatt","12-11",1,0.997475914436773,95
"PB4","AveWatt","12-12",1,0.997401141602416,95
"PB4","AveWatt","12-13",1,0.997297186167797,95
"PB4","AveWatt","12-14",1,0.997190100473474,95
"PB4","AveWatt","12-15",1,0.997066472705828,95
"PB4","AveWatt","12-16",1,0.99691532237421,95
"PB4","AveWatt","12-17",1,0.996728169703303,95
"PB4","AveWatt","12-18",1,0.996449187068925,95
"PB4","AveWatt","12-19",1,0.996147539380802,95
"PB4","AveWatt","12-20",0.995075084030595,0.995729013683364,95
"PB4","AveWatt","12-21",0.986519602133378,0.995225880807024,95
"PB4","AveWatt","12-22",0.986519602133378,0.995261434071718,94
"PB4","AveWatt","12-23",0.980363278820262,0.994809668294241,94
"PB4","AveWatt","12-24",0.973826728721312,0.994346921225332,94
"PB4","AveWatt","12-25",0.966504582562536,0.993863862803821,94
"PB4","AveWatt","12-26",0.962172070314184,0.993446212254587,94
"PB4","AveWatt","12-27",0.955175892664708,0.992964051528303,94
"PB4","AveWatt","12-28",0.955175892664708,0.992981971391799,93
"PB4","AveWatt","12-29",0.946639684731301,0.992460926830042,93
"PB4","AveWatt","12-30",0.936586947290042,0.991896973490063,93
"PB4","AveWatt","12-31",0.927508118286631,0.991358983810338,93
"PB5","AveHazel","01-01",1,0.996517688290941,96
"PB5","AveHazel","01-02",1,0.996326461074465,96
"PB5","AveHazel","01-03",1,0.996129404183466,96
"PB5","AveHazel","01-04",1,0.995884767683853,96
"PB5","AveHazel","01-05",1,0.995579743132768,96
"PB5","AveHazel","01-06",1,0.995594273522839,95
"PB5","AveHazel","01-07",1,0.995268863882964,95
"PB5","AveHazel","01-08",1,0.994957877554714,95
"PB5","AveHazel","01-09",0.998994672347465,0.994602297723665,95
"PB5","AveHazel","01-10",0.992196027022708,0.994128843692001,95
"PB5","AveHazel","01-11",0.992196027022708,0.994145772215618,94
"PB5","AveHazel","01-12",0.985286905193585,0.993669801632551,94
"PB5","AveHazel","01-13",0.978775244666232,0.993201553634608,94
"PB5","AveHazel","01-14",0.973581581020254,0.992762678556838,94
"PB5","AveHazel","01-15",0.973581581020254,0.992780162289084,93
"PB5","AveHazel","01-16",0.962694579646096,0.992194436010725,93
"PB5","AveHazel","01-17",0.95113241427477,0.991586295670876,93
"PB5","AveHazel","01-18",0.934303772028273,0.990782237097222,93
"PB5","AveHazel","01-19",0.934303772028273,0.990803351601034,92
"PB5","AveHazel","01-20",0.918725566972032,0.990041061216873,92
"PB5","AveHazel","01-21",0.899180422167179,0.989083381223324,92
"PB5","AveHazel","01-22",0.878128076849476,0.988018799637132,92
"PB5","AveHazel","01-23",0.878128076849476,0.988021976701141,91
"PB5","AveHazel","01-24",0.860225837399828,0.987108361701614,91
"PB5","AveHazel","01-25",0.842226971050552,0.98617214076888,91
"PB5","AveHazel","01-26",0.842226971050552,0.986201527000811,90
"PB5","AveHazel","01-27",0.822311030755369,0.985135015296351,90
"PB5","AveHazel","01-28",0.804304120030443,0.984161525068315,90
"PB5","AveHazel","01-29",0.785775888838552,0.983135156660563,90
"PB5","AveHazel","01-30",0.785775888838552,0.983176677415117,89
"PB5","AveHazel","01-31",0.762081335685283,0.981715397624638,89
"PB5","AveHazel","10-01",0.00120427325767513,0.00476665552904807,58.12
"PB5","AveHazel","10-02",0.00130082062779709,0.0094926882182715,58.5
"PB5","AveHazel","10-03",0.0014373890893581,0.0181719973055678,58.62
"PB5","AveHazel","10-04",0.00160604757131421,0.0299797529811225,59.06
"PB5","AveHazel","10-05",0.00182593029711257,0.0368769959449139,59.37
"PB5","AveHazel","10-06",0.002078469828423,0.0426250803030902,59.87
"PB5","AveHazel","10-07",0.002383261761512,0.0492925898329976,60.25
"PB5","AveHazel","10-08",0.00274771270237675,0.0565757678445301,60.43
"PB5","AveHazel","10-09",0.0031695017078664,0.0643059204400163,61.06
"PB5","AveHazel","10-10",0.00367737630031212,0.0726275866024309,61.43
"PB5","AveHazel","10-11",0.00427022702128894,0.0816828250453275,62.06
"PB5","AveHazel","10-12",0.0049603098469844,0.0912924657341503,62.43
"PB5","AveHazel","10-13",0.00575804647378304,0.101439006129749,63.12
"PB5","AveHazel","10-14",0.00667472717655206,0.112447054196632,63.68
"PB5","AveHazel","10-15",0.00773079086169442,0.124904725305846,64.31
"PB5","AveHazel","10-16",0.00894536720521263,0.138899709263808,64.68
"PB5","AveHazel","10-17",0.0103311127379782,0.154192065559657,65.37
"PB5","AveHazel","10-18",0.0119904985444196,0.175695451464167,65.93
"PB5","AveHazel","10-19",0.0141507950127656,0.215703059199074,66.68
"PB5","AveHazel","10-20",0.0166032251712101,0.256593881947756,67.43
"PB5","AveHazel","10-21",0.019448671945655,0.305562958428386,68.24
"PB5","AveHazel","10-22",0.0228129402091706,0.361311406758687,69.18
"PB5","AveHazel","10-23",0.0267803527994716,0.425832287847112,69.93
"PB5","AveHazel","10-24",0.0314497184314286,0.500026650384127,70.68
"PB5","AveHazel","10-25",0.0368729222273138,0.579290680791789,71.43
"PB5","AveHazel","10-26",0.0431661096540836,0.668214827384759,72.24
"PB5","AveHazel","10-27",0.0500325807475739,0.750790873589793,73.18
"PB5","AveHazel","10-28",0.0562129357163722,0.779616206040301,73.93
"PB5","AveHazel","10-29",0.0620692303007523,0.797002099203121,74.62
"PB5","AveHazel","10-30",0.0685850125891756,0.814610377797072,75.24
"PB5","AveHazel","10-31",0.0757900713864624,0.831790101738256,76.12
"PB5","AveHazel","11-01",0.0835186304019066,0.846401746657087,76.62
"PB5","AveHazel","11-02",0.0919149658599136,0.85891924988068,77.18
"PB5","AveHazel","11-03",0.100671149436444,0.869660682296558,78.12
"PB5","AveHazel","11-04",0.109993710453331,0.878747784816717,78.62
"PB5","AveHazel","11-05",0.119515121738839,0.885713355155802,79.18
"PB5","AveHazel","11-06",0.129962905267251,0.891136227240678,79.87
"PB5","AveHazel","11-07",0.14214447598073,0.897973634037063,80.62
"PB5","AveHazel","11-08",0.155762123002363,0.906172391839279,81.24
"PB5","AveHazel","11-09",0.170520622235074,0.914896381543606,82.06
"PB5","AveHazel","11-10",0.186309220500603,0.923303494996539,82.62
"PB5","AveHazel","11-11",0.203327539297914,0.930390997514254,83.18
"PB5","AveHazel","11-12",0.221343238829052,0.935918324921354,84.12
"PB5","AveHazel","11-13",0.240884720279086,0.941345222666973,84.62
"PB5","AveHazel","11-14",0.262929782789567,0.947314354745894,85.12
"PB5","AveHazel","11-15",0.286340011777365,0.952484160040484,85.74
"PB5","AveHazel","11-16",0.310339732279511,0.956434868516617,86.62
"PB5","AveHazel","11-17",0.335207268953906,0.959700694411178,87.5
"PB5","AveHazel","11-18",0.36146300943404,0.962527950260934,87.74
"PB5","AveHazel","11-19",0.387890878168109,0.964884933258095,88.5
"PB5","AveHazel","11-20",0.414973079947819,0.967131921242698,88.74
"PB5","AveHazel","11-21",0.444327308335812,0.969523653039014,89.5
"PB5","AveHazel","11-22",0.477915993645408,0.972688904076248,89.93
"PB5","AveHazel","11-23",0.517655054923966,0.977092859193285,90.62
"PB5","AveHazel","11-24",0.559013216567431,0.98073006645164,91.12
"PB5","AveHazel","11-25",0.602797501280148,0.984213655008379,91.62
"PB5","AveHazel","11-26",0.649984918267828,0.987518123891479,92.18
"PB5","AveHazel","11-27",0.699319677797281,0.990496412555443,92.81
"PB5","AveHazel","11-28",0.747153352192033,0.992627933723997,93.24
"PB5","AveHazel","11-29",0.795181426377064,0.99438691482754,94
"PB5","AveHazel","11-30",0.84313467991998,0.995947486829161,94.24
"PB5","AveHazel","12-01",0.886166466863217,0.997075631866953,95
"PB5","AveHazel","12-02",0.907155087160684,0.997309337646569,95
"PB5","AveHazel","12-03",0.927004577736788,0.997525622532204,95
"PB5","AveHazel","12-04",0.945344343268988,0.997698371557253,95.24
"PB5","AveHazel","12-05",0.960430923639283,0.997819118146474,96
"PB5","AveHazel","12-06",0.972793610334757,0.997944024780996,96
"PB5","AveHazel","12-07",0.983729102117949,0.998041374979279,96
"PB5","AveHazel","12-08",0.992338420424106,0.998124667734535,96
"PB5","AveHazel","12-09",0.997958527720369,0.998187804689068,96.24
"PB5","AveHazel","12-10",1,0.998195701130636,97
"PB5","AveHazel","12-11",1,0.998219412570299,97
"PB5","AveHazel","12-12",1,0.998232220700328,97
"PB5","AveHazel","12-13",1,0.998245411432568,97
"PB5","AveHazel","12-14",1,0.99824734131934,97
"PB5","AveHazel","12-15",1,0.998228082963865,97
"PB5","AveHazel","12-16",1,0.998192104304686,97
"PB5","AveHazel","12-17",1,0.998154237746423,97
"PB5","AveHazel","12-18",1,0.998089206142282,97
"PB5","AveHazel","12-19",1,0.998016379733671,97
"PB5","AveHazel","12-20",1,0.997935333808712,97
"PB5","AveHazel","12-21",1,0.997839699990259,97
"PB5","AveHazel","12-22",1,0.99774911916688,97
"PB5","AveHazel","12-23",1,0.997646057196052,97
"PB5","AveHazel","12-24",1,0.997544033257194,97
"PB5","AveHazel","12-25",1,0.997433772667531,97
"PB5","AveHazel","12-26",1,0.99729178238062,97
"PB5","AveHazel","12-27",1,0.9971433607299,97
"PB5","AveHazel","12-28",1,0.996974162821322,97
"PB5","AveHazel","12-29",1,0.99683553517848,97
"PB5","AveHazel","12-30",1,0.996675372549019,97
"PB5","AveHazel","12-31",1,0.996691892002264,96
"PB5","AveWatt","01-01",0.91204892151372,0.990595006928835,93
"PB5","AveWatt","01-02",0.91204892151372,0.990614763905617,92
"PB5","AveWatt","01-03",0.894486136705489,0.989749494302495,92
"PB5","AveWatt","01-04",0.876778143047281,0.988862731258343,92
"PB5","AveWatt","01-05",0.864288593155032,0.988191551647428,92
"PB5","AveWatt","01-06",0.864288593155032,0.98821396509459,91
"PB5","AveWatt","01-07",0.845792666758564,0.987253341140281,91
"PB5","AveWatt","01-08",0.825226774255589,0.986141755413984,91
"PB5","AveWatt","01-09",0.797908604174974,0.98441972202706,91
"PB5","AveWatt","01-10",0.797908604174974,0.984441881618638,90
"PB5","AveWatt","01-11",0.773901976712952,0.98296625967604,90
"PB5","AveWatt","01-12",0.747539896872759,0.98117119433867,90
"PB5","AveWatt","01-13",0.747539896872759,0.981199226209294,89
"PB5","AveWatt","01-14",0.726196964340438,0.979837785125776,89
"PB5","AveWatt","01-15",0.703353940813179,0.978244132934585,89
"PB5","AveWatt","01-16",0.680289161607602,0.976567144160843,89
"PB5","AveWatt","01-17",0.680289161607602,0.976594808047992,88
"PB5","AveWatt","01-18",0.658156416459434,0.974943606873281,88
"PB5","AveWatt","01-19",0.633888703101852,0.972896744581833,88
"PB5","AveWatt","01-20",0.633888703101852,0.97292986601083,87
"PB5","AveWatt","01-21",0.608060602755343,0.970456480005028,87
"PB5","AveWatt","01-22",0.579215540468513,0.966992358546523,87
"PB5","AveWatt","01-23",0.549713515117852,0.962878228375335,87
"PB5","AveWatt","01-24",0.549713515117852,0.962922549300904,86
"PB5","AveWatt","01-25",0.519372879258846,0.95785286531043,86
"PB5","AveWatt","01-26",0.489912282868153,0.9524040530688,86
"PB5","AveWatt","01-27",0.489912282868153,0.952407912804985,85
"PB5","AveWatt","01-28",0.460748240233978,0.946157228251503,85
"PB5","AveWatt","01-29",0.431247150386738,0.93835365337664,85
"PB5","AveWatt","01-30",0.431247150386738,0.938429088734124,84
"PB5","AveWatt","01-31",0.40571119946716,0.932383649713994,84
"PB5","AveWatt","10-01",0.00178049556491492,0.000113543080306283,59.12
"PB5","AveWatt","10-02",0.00204144530180328,0.000317082915053832,59.62
"PB5","AveWatt","10-03",0.00235357341327234,0.000701481204974784,60.12
"PB5","AveWatt","10-04",0.00275436833949454,0.00131673118571818,60.62
"PB5","AveWatt","10-05",0.00323275324796226,0.00240709709051629,61.12
"PB5","AveWatt","10-06",0.0038075987556021,0.00471517007449765,61.62
"PB5","AveWatt","10-07",0.00450118750418636,0.0107608915069977,62.12
"PB5","AveWatt","10-08",0.00533472722859146,0.0222162186130975,62.68
"PB5","AveWatt","10-09",0.00631341416347133,0.0361092832440552,63.31
"PB5","AveWatt","10-10",0.00744457285967608,0.0476897076981771,63.74
"PB5","AveWatt","10-11",0.00875452836385913,0.0562352337095168,64.5
"PB5","AveWatt","10-12",0.010278810154703,0.0655112102590144,64.74
"PB5","AveWatt","10-13",0.012021205376326,0.0743687838344265,65.74
"PB5","AveWatt","10-14",0.0140207315155109,0.083236459953506,66.5
"PB5","AveWatt","10-15",0.0163956491390331,0.0945068005224369,66.74
"PB5","AveWatt","10-16",0.0191743737597667,0.107363756987076,67.74
"PB5","AveWatt","10-17",0.0223952302030645,0.121168067261519,68.68
"PB5","AveWatt","10-18",0.0262674729298568,0.139604260731665,69.37
"PB5","AveWatt","10-19",0.0311419103970436,0.171484573174432,69.99
"PB5","AveWatt","10-20",0.0367329239081808,0.207605067584553,70.93
"PB5","AveWatt","10-21",0.0431440083290755,0.245331904709636,71.74
"PB5","AveWatt","10-22",0.0506605563601912,0.291173035327979,72.68
"PB5","AveWatt","10-23",0.0596356235967974,0.345318086638358,73.43
"PB5","AveWatt","10-24",0.0701618603896356,0.411377118483428,74.43
"PB5","AveWatt","10-25",0.0821041784726827,0.469562396852805,75.24
"PB5","AveWatt","10-26",0.0955262729495173,0.522715144904348,76.18
"PB5","AveWatt","10-27",0.110905719666813,0.580730650167116,76.99
"PB5","AveWatt","10-28",0.128463970426216,0.637997314136966,77.99
"PB5","AveWatt","10-29",0.14932115956765,0.711734591006359,78.99
"PB5","AveWatt","10-30",0.173627196693309,0.792248970795123,79.93
"PB5","AveWatt","10-31",0.2021323776892,0.888557749988382,80.87
"PB5","AveWatt","11-01",0.23190057638029,0.951277619523248,81.37
"PB5","AveWatt","11-02",0.255515126959226,0.962018905108253,81.99
"PB5","AveWatt","11-03",0.272784320187287,0.965018520634199,82.75
"PB5","AveWatt","11-04",0.290001438482304,0.967180538674016,82.99
"PB5","AveWatt","11-05",0.305736383858074,0.968957534851759,83.75
"PB5","AveWatt","11-06",0.322065064808779,0.970787399153635,83.93
"PB5","AveWatt","11-07",0.337601421426898,0.972327302772188,84.56
"PB5","AveWatt","11-08",0.350647447600986,0.973519157828523,84.87
"PB5","AveWatt","11-09",0.36486087615971,0.974937274187837,85.37
"PB5","AveWatt","11-10",0.378628521979463,0.976283784176048,85.81
"PB5","AveWatt","11-11",0.394337450604304,0.977371155833564,86.24
"PB5","AveWatt","11-12",0.415681165298012,0.978884231172943,87
"PB5","AveWatt","11-13",0.443214947802506,0.981192232230743,87.43
"PB5","AveWatt","11-14",0.473804950109565,0.983563967545998,88.06
"PB5","AveWatt","11-15",0.505056928899011,0.985631957224658,88.31
"PB5","AveWatt","11-16",0.534818998065197,0.987156139845878,88.62
"PB5","AveWatt","11-17",0.563808535837347,0.988269984934523,89.12
"PB5","AveWatt","11-18",0.593003941815324,0.989217852613099,89.62
"PB5","AveWatt","11-19",0.619166339156001,0.989938827834555,90.12
"PB5","AveWatt","11-20",0.643277717118521,0.99065161988534,90.5
"PB5","AveWatt","11-21",0.666893320952594,0.99137129148297,90.62
"PB5","AveWatt","11-22",0.689551615719236,0.991992017530717,91.12
"PB5","AveWatt","11-23",0.714959325828317,0.9926717385901,91.5
"PB5","AveWatt","11-24",0.739187386498852,0.993237429344607,91.62
"PB5","AveWatt","11-25",0.765995405506585,0.993826406260716,92.12
"PB5","AveWatt","11-26",0.795556504292798,0.994424588978695,92.56
"PB5","AveWatt","11-27",0.829028271131197,0.995185682269433,92.81
"PB5","AveWatt","11-28",0.862773540396321,0.995986060480724,93.06
"PB5","AveWatt","11-29",0.893602168292137,0.996562128742778,93.24
"PB5","AveWatt","11-30",0.92169440215816,0.997016453173242,94
"PB5","AveWatt","12-01",0.9478271231998,0.997373051767105,94
"PB5","AveWatt","12-02",0.959791699728657,0.997477953459836,94
"PB5","AveWatt","12-03",0.972281507841707,0.997565484122676,94.24
"PB5","AveWatt","12-04",0.982795324700774,0.997645535181082,94.24
"PB5","AveWatt","12-05",0.988505201036176,0.997628241370442,95
"PB5","AveWatt","12-06",0.993638618281509,0.997654157291881,95
"PB5","AveWatt","12-07",0.997370773906898,0.997672440999463,95
"PB5","AveWatt","12-08",1,0.997664551097957,95
"PB5","AveWatt","12-09",1,0.99760869318372,95
"PB5","AveWatt","12-10",1,0.997540013563842,95
"PB5","AveWatt","12-11",1,0.997475914436805,95
"PB5","AveWatt","12-12",1,0.997401141602277,95
"PB5","AveWatt","12-13",1,0.9972971861677,95
"PB5","AveWatt","12-14",1,0.997190100473072,95
"PB5","AveWatt","12-15",1,0.997066472706107,95
"PB5","AveWatt","12-16",1,0.996915322374405,95
"PB5","AveWatt","12-17",1,0.99672816970314,95
"PB5","AveWatt","12-18",1,0.996449187068738,95
"PB5","AveWatt","12-19",1,0.996147539380994,95
"PB5","AveWatt","12-20",0.995075084030599,0.995729013683097,95
"PB5","AveWatt","12-21",0.986519602133377,0.995225880807042,95
"PB5","AveWatt","12-22",0.986519602133377,0.995261434072092,94
"PB5","AveWatt","12-23",0.980363278820262,0.994809668294469,94
"PB5","AveWatt","12-24",0.973826728721315,0.994346921224972,94
"PB5","AveWatt","12-25",0.966504582562534,0.993863862803693,94
"PB5","AveWatt","12-26",0.962172070314182,0.993446212254895,94
"PB5","AveWatt","12-27",0.95517589266471,0.992964051527811,94
"PB5","AveWatt","12-28",0.95517589266471,0.992981971391353,93
"PB5","AveWatt","12-29",0.946639684731303,0.992460926830247,93
"PB5","AveWatt","12-30",0.936586947290042,0.991896973489802,93
"PB5","AveWatt","12-31",0.927508118286635,0.991358983810746,93
"PB6","AveHazel","01-01",1,0.996517688290945,96
"PB6","AveHazel","01-02",1,0.996326461074492,96
"PB6","AveHazel","01-03",1,0.996129404183427,96
"PB6","AveHazel","01-04",1,0.995884767683915,96
"PB6","AveHazel","01-05",1,0.995579743132793,96
"PB6","AveHazel","01-06",1,0.995594273522849,95
"PB6","AveHazel","01-07",1,0.995268863882924,95
"PB6","AveHazel","01-08",1,0.99495787755471,95
"PB6","AveHazel","01-09",0.998994672347463,0.994602297723685,95
"PB6","AveHazel","01-10",0.992196027022706,0.994128843691971,95
"PB6","AveHazel","01-11",0.992196027022706,0.994145772215624,94
"PB6","AveHazel","01-12",0.985286905193582,0.993669801632537,94
"PB6","AveHazel","01-13",0.978775244666233,0.993201553634653,94
"PB6","AveHazel","01-14",0.973581581020255,0.99276267855684,94
"PB6","AveHazel","01-15",0.973581581020255,0.992780162289082,93
"PB6","AveHazel","01-16",0.962694579646096,0.99219443601074,93
"PB6","AveHazel","01-17",0.951132414274765,0.991586295670877,93
"PB6","AveHazel","01-18",0.934303772028273,0.990782237097209,93
"PB6","AveHazel","01-19",0.934303772028273,0.990803351601038,92
"PB6","AveHazel","01-20",0.91872556697203,0.990041061216892,92
"PB6","AveHazel","01-21",0.899180422167176,0.9890833812233,92
"PB6","AveHazel","01-22",0.878128076849472,0.988018799637161,92
"PB6","AveHazel","01-23",0.878128076849472,0.988021976701169,91
"PB6","AveHazel","01-24",0.860225837399823,0.987108361701625,91
"PB6","AveHazel","01-25",0.842226971050547,0.986172140768872,91
"PB6","AveHazel","01-26",0.842226971050547,0.986201527000813,90
"PB6","AveHazel","01-27",0.822311030755368,0.985135015296389,90
"PB6","AveHazel","01-28",0.80430412003044,0.984161525068297,90
"PB6","AveHazel","01-29",0.785775888838553,0.983135156660522,90
"PB6","AveHazel","01-30",0.785775888838553,0.983176677415116,89
"PB6","AveHazel","01-31",0.762081335685279,0.981715397624627,89
"PB6","AveHazel","10-01",0.0013675983051229,0.0361372963492107,58.75
"PB6","AveHazel","10-02",0.00150736683949714,0.0456531810572619,58.81
"PB6","AveHazel","10-03",0.00165920457785243,0.0571593486994678,59.06
"PB6","AveHazel","10-04",0.00187134335695506,0.0713436214438661,59.37
"PB6","AveHazel","10-05",0.00212403251738526,0.0866794827662176,59.87
"PB6","AveHazel","10-06",0.00242304286052891,0.104512093834272,60.31
"PB6","AveHazel","10-07",0.00278470954116709,0.125292741856178,60.62
"PB6","AveHazel","10-08",0.00320643955252715,0.147408023889708,61.12
"PB6","AveHazel","10-09",0.00371223765535156,0.16983737338037,61.62
"PB6","AveHazel","10-10",0.00431049894491843,0.191041675233441,62.12
"PB6","AveHazel","10-11",0.00500710277243323,0.213751298994803,62.62
"PB6","AveHazel","10-12",0.00581626715936669,0.238334628205815,63.12
"PB6","AveHazel","10-13",0.00675166222286129,0.265446035296767,63.68
"PB6","AveHazel","10-14",0.00782652650183007,0.292542366660646,64.31
"PB6","AveHazel","10-15",0.00906482586609806,0.322105173586774,64.68
"PB6","AveHazel","10-16",0.0104889910326439,0.354865171141859,65.43
"PB6","AveHazel","10-17",0.0121138625592409,0.384596454539101,66.12
"PB6","AveHazel","10-18",0.0139623547405284,0.413986329441705,66.68
"PB6","AveHazel","10-19",0.0160770806509381,0.446684252494718,67.37
"PB6","AveHazel","10-20",0.0184627390222915,0.4828864609227,67.87
"PB6","AveHazel","10-21",0.0211305377935464,0.524847186190384,68.49
"PB6","AveHazel","10-22",0.0240397815106897,0.563216035660774,69.37
"PB6","AveHazel","10-23",0.0272487625000104,0.594802261307019,69.87
"PB6","AveHazel","10-24",0.0309009844573436,0.625828111311319,70.49
"PB6","AveHazel","10-25",0.0350134511914306,0.655337647945324,71.37
"PB6","AveHazel","10-26",0.0396302457851051,0.685816787691003,72.12
"PB6","AveHazel","10-27",0.0447884769975011,0.71555944985121,72.87
"PB6","AveHazel","10-28",0.0503084200929485,0.743334557424906,73.43
"PB6","AveHazel","10-29",0.056337410400123,0.769755825782266,74.37
"PB6","AveHazel","10-30",0.0630615805968382,0.797566244346062,74.93
"PB6","AveHazel","10-31",0.0704369920235018,0.820888556775298,75.68
"PB6","AveHazel","11-01",0.0780987056639762,0.838587404385877,76.43
"PB6","AveHazel","11-02",0.0862031309385068,0.852492592684764,77.12
"PB6","AveHazel","11-03",0.0947428987037904,0.863696635415474,77.68
"PB6","AveHazel","11-04",0.103848455948207,0.874678248665565,78.43
"PB6","AveHazel","11-05",0.113147037145144,0.882937419258621,79.06
"PB6","AveHazel","11-06",0.12308353785691,0.888605585284446,79.68
"PB6","AveHazel","11-07",0.133390718687294,0.893328791733483,80.37
"PB6","AveHazel","11-08",0.143905759306537,0.897421877636983,80.87
"PB6","AveHazel","11-09",0.155438571466517,0.902049162905555,81.49
"PB6","AveHazel","11-10",0.167633762468402,0.906415069029941,82.31
"PB6","AveHazel","11-11",0.180611356936238,0.910084632811251,82.68
"PB6","AveHazel","11-12",0.194320302062409,0.913213799961764,83.37
"PB6","AveHazel","11-13",0.209184251252739,0.916257772157445,84.31
"PB6","AveHazel","11-14",0.226763993815031,0.920291820288649,84.68
"PB6","AveHazel","11-15",0.248843444672084,0.927293967810263,85.37
"PB6","AveHazel","11-16",0.274782892092551,0.936480790786468,86.12
"PB6","AveHazel","11-17",0.302471491123577,0.943828288093498,86.74
"PB6","AveHazel","11-18",0.331921010584443,0.950168770617021,87.56
"PB6","AveHazel","11-19",0.362645784592754,0.955697590487954,87.93
"PB6","AveHazel","11-20",0.395204447655515,0.960956937276115,88.74
"PB6","AveHazel","11-21",0.429922204515671,0.965928853443344,89.5
"PB6","AveHazel","11-22",0.466372726031217,0.970359956965176,89.93
"PB6","AveHazel","11-23",0.506429139319726,0.975005700789701,90.62
"PB6","AveHazel","11-24",0.548802011412081,0.979074694616631,91.12
"PB6","AveHazel","11-25",0.593992112860526,0.982883887565977,91.62
"PB6","AveHazel","11-26",0.642340292371196,0.986470567001038,92.18
"PB6","AveHazel","11-27",0.69291685322673,0.989738404763764,92.81
"PB6","AveHazel","11-28",0.741805260662913,0.992110290673061,93.24
"PB6","AveHazel","11-29",0.790495544530874,0.99394632373892,94
"PB6","AveHazel","11-30",0.840302859832421,0.995708512577424,94.24
"PB6","AveHazel","12-01",0.886166466863222,0.997075631866928,95
"PB6","AveHazel","12-02",0.907155087160674,0.997309337646543,95
"PB6","AveHazel","12-03",0.927004577736791,0.997525622532203,95
"PB6","AveHazel","12-04",0.945344343268988,0.997698371557249,95.24
"PB6","AveHazel","12-05",0.960430923639287,0.997819118146475,96
"PB6","AveHazel","12-06",0.972793610334761,0.997944024781,96
"PB6","AveHazel","12-07",0.983729102117944,0.998041374979279,96
"PB6","AveHazel","12-08",0.992338420424114,0.998124667734523,96
"PB6","AveHazel","12-09",0.997958527720368,0.998187804689069,96.24
"PB6","AveHazel","12-10",1,0.99819570113065,97
"PB6","AveHazel","12-11",1,0.998219412570321,97
"PB6","AveHazel","12-12",1,0.998232220700374,97
"PB6","AveHazel","12-13",1,0.998245411432527,97
"PB6","AveHazel","12-14",1,0.998247341319346,97
"PB6","AveHazel","12-15",1,0.998228082963803,97
"PB6","AveHazel","12-16",1,0.998192104304678,97
"PB6","AveHazel","12-17",1,0.998154237746407,97
"PB6","AveHazel","12-18",1,0.998089206142236,97
"PB6","AveHazel","12-19",1,0.998016379733659,97
"PB6","AveHazel","12-20",1,0.997935333808682,97
"PB6","AveHazel","12-21",1,0.997839699990259,97
"PB6","AveHazel","12-22",1,0.997749119166912,97
"PB6","AveHazel","12-23",1,0.99764605719608,97
"PB6","AveHazel","12-24",1,0.997544033257183,97
"PB6","AveHazel","12-25",1,0.997433772667568,97
"PB6","AveHazel","12-26",1,0.997291782380659,97
"PB6","AveHazel","12-27",1,0.997143360729893,97
"PB6","AveHazel","12-28",1,0.996974162821319,97
"PB6","AveHazel","12-29",1,0.996835535178473,97
"PB6","AveHazel","12-30",1,0.996675372549018,97
